,model,pred_norm_gpu,true_norm_gpu,true_gpu,true_n_gpu,pred_gpu,ub_90_norm,ub_90,pred_n_gpu_90,ub_91_norm,ub_91,pred_n_gpu_91,ub_92_norm,ub_92,pred_n_gpu_92,ub_93_norm,ub_93,pred_n_gpu_93,ub_94_norm,ub_94,pred_n_gpu_94,ub_95_norm,ub_95,pred_n_gpu_95,ub_96_norm,ub_96,pred_n_gpu_96,ub_97_norm,ub_97,pred_n_gpu_97,ub_98_norm,ub_98,pred_n_gpu_98,ub_99_norm,ub_99,pred_n_gpu_99
323,LSTMQ,0.44454405,0.4134037750862502,20172770.939100057,2899,20205904.269315265,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973,0.4667712525,20683660.01928384,2973
324,LSTMQ,0.45818657,0.4188530886400839,20298285.67045021,2917,20499139.208532706,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017,0.4810958985,20991556.705462154,3017
325,LSTMQ,0.4386556,0.4035817967963595,19946540.06539389,2867,20079336.796602383,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954,0.46058837999999996,20550764.17293531,2954
326,LSTMQ,0.43072185,0.4226999575711052,20386891.09123329,2930,19908807.253745463,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928,0.4522579425,20371708.152935546,2928
327,LSTMQ,0.43760774,0.4127285129105823,20157217.539624587,2897,20056813.892959334,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950,0.459488127,20527115.12411011,2950
328,LSTMQ,0.42030755,0.4172020527948618,20260257.15208449,2912,19684960.29383687,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894,0.44132292749999996,20136668.845031522,2894
329,LSTMQ,0.44159868,0.4209097471678001,20345656.94759092,2924,20142595.922109406,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963,0.46367861400000004,20617186.25471769,2963
330,LSTMQ,0.43008882,0.4182560973202405,20284535.09354024,2915,19895200.785616934,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926,0.45159326099999997,20357421.361400593,2926
331,LSTMQ,0.43480563,0.4149422300016581,20208206.366607416,2904,19996584.80364661,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941,0.4565459115,20463874.58033175,2941
332,LSTMQ,0.43930563,0.4179387507657367,20277225.610035587,2914,20093308.66598865,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956,0.4612709115,20565434.635790892,2956
333,LSTMQ,0.4359083,0.4212398201883071,20353259.56140376,2925,20020285.803932987,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945,0.457703715,20488760.63063245,2945
334,LSTMQ,0.4324514,0.4146634136419338,20201784.35397388,2904,19945982.532881834,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934,0.45407397,20410742.196028735,2934
335,LSTMQ,0.43596858,0.4038107995492133,19951814.714892205,2868,20021581.473804537,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945,0.457767009,20490121.083997574,2945
336,LSTMQ,0.43935224,0.3939548482488347,19724801.33651964,2835,20094310.510260597,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956,0.46131985200000003,20566486.572276436,2956
337,LSTMQ,0.4317619,0.3934214691462755,19712515.94789149,2833,19931162.287751872,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931,0.45334999499999995,20395180.938642275,2931
338,LSTMQ,0.42025185,0.427093521192449,20488088.60026905,2945,19683763.06736299,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894,0.44126444249999996,20135411.757233948,2894
339,LSTMQ,0.40990946,0.4474336982548035,20956586.48250228,3012,19461461.754774623,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860,0.430404933,19901995.379016165,2860
340,LSTMQ,0.4102531,0.44137339011562,20816998.63524882,2992,19468848.018786892,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862,0.430765755,19909750.956229046,2862
341,LSTMQ,0.44712797,0.4360598897954711,20694612.107363444,2974,20261443.540955894,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981,0.46948436849999997,20741976.2545065,2981
342,LSTMQ,0.46771893,0.4321798103867943,20605241.74542956,2961,20704029.58107376,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048,0.49110487649999995,21206691.596630257,3048
343,LSTMQ,0.45913503,0.4294149835293723,20541559.137187123,2952,20519525.589527577,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020,0.4820917815,21012962.405506767,3020
344,LSTMQ,0.45390132,0.4469189626924894,20944730.512905017,3010,20407031.22384355,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003,0.476596386,20894843.321538538,3003
345,LSTMQ,0.45030048,0.4785493572268738,21673277.4084474,3115,20329634.078848947,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991,0.472815504,20813576.319294207,2991
346,LSTMQ,0.44719788,0.4753869612283732,21600437.539672486,3104,20262946.199892856,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981,0.469557774,20743554.04639031,2981
347,LSTMQ,0.46627286,0.4719952311520912,21522315.38995011,3093,20672947.475381102,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043,0.489586503,21174055.38565297,3043
348,LSTMQ,0.50010705,0.4645922519514829,21351801.629569884,3069,21400186.038939845,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153,0.5251124025,21937655.877389647,3153
349,LSTMQ,0.49360734,0.4713285783010422,21506960.29014229,3091,21260480.026650254,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132,0.518287707,21790964.564485576,3132
350,LSTMQ,0.48942006,0.4812294398096625,21735008.091046546,3124,21170477.827915236,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118,0.513891063,21696462.25581381,3118
351,LSTMQ,0.4815679,0.470050854966891,21477530.326268587,3087,21001701.996153537,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093,0.505646295,21519247.632464025,3093
352,LSTMQ,0.48911175,0.4583080364057866,21207056.49457768,3048,21163850.95369331,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117,0.5135673375,21689504.03788079,3117
353,LSTMQ,0.49927625,0.4529996679341186,21084788.169210296,3030,21382328.664532337,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150,0.5242400625,21918905.634261765,3150
354,LSTMQ,0.4852638,0.4320610813096024,20602507.04351161,2961,21081142.379004635,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105,0.50952699,21602660.034457676,3105
355,LSTMQ,0.47257766,0.4130889021394991,20165518.43051701,2898,20808464.05477979,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064,0.496206543,21316347.794021588,3064
356,LSTMQ,0.46761867,0.4135927049886866,20177122.58554397,2900,20701874.57342078,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048,0.4909996035,21204428.838594627,3048
357,LSTMQ,0.44482103,0.4142443339930881,20192131.639183376,2902,20211857.730513375,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974,0.4670620815,20689911.153541856,2974
358,LSTMQ,0.42512363,0.3765230278330614,19323292.00239615,2777,19788478.040269807,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910,0.44637981149999995,20245362.47878611,2910
359,LSTMQ,0.4273739,0.3658434195131816,19077307.22725846,2742,19836845.774872568,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917,0.44874259499999997,20296148.600119006,2917
360,LSTMQ,0.4282939,0.3689398882769525,19148628.58566064,2752,19856620.431173608,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920,0.449708595,20316911.9892351,2920
361,LSTMQ,0.38540575,0.3654254563014365,19067680.22750552,2741,18934774.316350356,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781,0.4046760375,19348973.568670683,2781
362,LSTMQ,0.37704277,0.365783445157639,19075925.83030828,2742,18755018.82161942,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754,0.39589490850000003,19160230.299203202,2754
363,LSTMQ,0.3826191,0.373115423378787,19244804.21610884,2766,18874877.527240258,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772,0.401750055,19286081.94010508,2772
364,LSTMQ,0.37870088,0.3789979712480174,19380297.688482333,2785,18790658.555705633,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759,0.39763592400000003,19197652.019993726,2759
365,LSTMQ,0.37985364,0.3713584446387201,19204335.50158749,2760,18815436.20005083,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763,0.398846322,19223668.546556186,2763
366,LSTMQ,0.3894147,0.3713470469258014,19204072.976617903,2760,19020943.455891714,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794,0.408885435,19439451.16518911,2794
367,LSTMQ,0.39661363,0.3671882406022723,19108282.662245583,2746,19175678.636853926,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817,0.4164443115,19601923.105199434,2817
368,LSTMQ,0.3878702,0.3637857621051191,19029912.942779835,2735,18987745.676916763,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789,0.40726371,19404593.497265413,2789
369,LSTMQ,0.3888519,0.361017331373449,18966147.32604401,2726,19008846.52484147,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792,0.408294495,19426749.38758635,2792
370,LSTMQ,0.3848102,0.3543403737538829,18812356.11297157,2704,18921973.450524177,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779,0.40405071,19335532.659553196,2779
371,LSTMQ,0.38126588,0.3754772579721571,19299204.652338427,2774,18845791.157240592,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768,0.400329174,19255541.251605432,2768
372,LSTMQ,0.3787054,0.3723518061177818,19227215.722728427,2763,18790755.709451806,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759,0.39764067000000003,19197754.03142721,2759
373,LSTMQ,0.37148032,0.3654061595328854,19067235.76258408,2740,18635458.455378428,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736,0.39005433599999995,19034691.91465016,2736
374,LSTMQ,0.3967268,0.3628492698463059,19008342.59761338,2732,19178111.13452087,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818,0.41656314,19604477.227749724,2818
375,LSTMQ,0.39229086,0.3463134450793457,18627470.84509364,2677,19082764.19009475,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803,0.411905403,19504362.9361023,2803
376,LSTMQ,0.38377506,0.3406033718531399,18495950.003083605,2658,18899723.95299868,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776,0.402963813,19312170.687151425,2776
377,LSTMQ,0.38191587,0.3506423731276022,18727179.59476337,2692,18859762.166859195,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770,0.4010116635,19270210.811704963,2770
378,LSTMQ,0.3631317,0.3455500417061493,18609887.2782183,2675,18456011.617239323,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709,0.381288285,18846272.734604098,2709
379,LSTMQ,0.3575699,0.3474409298694892,18653440.345497355,2681,18336465.22222289,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691,0.375448395,18720749.019836847,2691
380,LSTMQ,0.3698083,0.3349459330832272,18365641.49719189,2640,18599519.73708662,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730,0.38829871499999996,18996956.260443762,2730
381,LSTMQ,0.36331382,0.3576548707609888,18888699.34360015,2715,18459926.13941926,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709,0.381479511,18850382.98289304,2709
382,LSTMQ,0.36544445,0.3714466098392011,19206366.221850414,2760,18505722.30893522,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716,0.38371667249999997,18898468.96088479,2716
383,LSTMQ,0.35161224,0.3811227527136148,19429238.0499054,2792,18208410.136507187,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671,0.369192852,18586291.179835357,2671
