,model,pred_norm_gpu,true_norm_gpu,true_gpu,true_n_gpu,pred_gpu,ub_90_norm,ub_90,pred_n_gpu_90,ub_91_norm,ub_91,pred_n_gpu_91,ub_92_norm,ub_92,pred_n_gpu_92,ub_93_norm,ub_93,pred_n_gpu_93,ub_94_norm,ub_94,pred_n_gpu_94,ub_95_norm,ub_95,pred_n_gpu_95,ub_96_norm,ub_96,pred_n_gpu_96,ub_97_norm,ub_97,pred_n_gpu_97,ub_98_norm,ub_98,pred_n_gpu_98,ub_99_norm,ub_99,pred_n_gpu_99
30,LSTMQ,0.8193132,0.8232723578812865,29613326.075112406,4256,28261264.19701354,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188,0.86027886,29141787.943367027,4188
31,LSTMQ,0.8096509,0.8621713107015082,30509290.597028658,4385,28053580.86921188,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157,0.850133445,28923720.449175287,4157
32,LSTMQ,0.807046,0.8550391022609646,30345013.53396292,4361,27997590.64943082,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148,0.8473983,28864930.718405172,4148
33,LSTMQ,0.83469397,0.8610152348336907,30482662.55470075,4381,28591861.414834548,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238,0.8764286685,29488915.022079088,4238
34,LSTMQ,0.87799025,0.8737799717226403,30776674.361058407,4423,29522479.954088386,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378,0.9218897625,30466064.488295622,4378
35,LSTMQ,0.86210555,0.8824738205076118,30976920.884563528,4452,29181051.168278486,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327,0.9052108275,30107564.263195224,4327
36,LSTMQ,0.8715739,0.8652259418280513,30579648.30381764,4395,29384565.697613206,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358,0.915152595,30321254.518996675,4358
37,LSTMQ,0.884597,0.8697037443213448,30682786.097492475,4410,29664486.704650223,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400,0.92882685,30615171.576385543,4400
38,LSTMQ,0.89246136,0.8382611161100192,29958564.047522385,4306,29833524.76554983,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425,0.937084428,30792661.54033013,4425
39,LSTMQ,0.8689535,0.7839597286467278,28707833.2917925,4126,29328242.317861855,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349,0.9124011750000001,30262114.970257763,4349
40,LSTMQ,0.8775812,0.7268120401295636,27391543.322303087,3937,29513687.755001497,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377,0.9214602599999999,30456832.679254383,4377
41,LSTMQ,0.83726126,0.7060503568522946,26913336.83387482,3868,28647043.238068346,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246,0.879124323,29546855.93647457,4246
42,LSTMQ,0.7823931,0.7015054527286823,26808653.47982446,3853,27467696.49255704,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068,0.821512755,28308541.853687704,4068
43,LSTMQ,0.7255619,0.7187116392387168,27204965.759533204,3910,26246155.789105315,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884,0.761839995,27025924.115063388,3884
44,LSTMQ,0.7043496,0.7247234242213275,27343435.96675709,3930,25790214.547959093,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815,0.73956708,26547185.81185986,3815
45,LSTMQ,0.7012103,0.7576347929652233,28101487.703998324,4039,25722737.83217012,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805,0.7362708149999999,26476335.26028144,3805
46,LSTMQ,0.7213109,0.7324006644198312,27520266.815543145,3955,26154783.980479535,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870,0.757376445,26929983.716006324,3870
47,LSTMQ,0.72671527,0.7322794000311493,27517473.717473567,3955,26270946.54490741,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888,0.7630510335,27051954.40865559,3888
48,LSTMQ,0.7666326,0.7252598146401253,27355790.71541471,3932,27128937.28534778,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017,0.80496423,27952844.68611798,4017
49,LSTMQ,0.73299676,0.6944117730498981,26645263.854622908,3829,26405962.094699163,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908,0.769646598,27193720.735936932,3908
50,LSTMQ,0.7386437,0.7157286568867872,27136258.348071944,3900,26527338.505191103,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927,0.775575885,27321165.966953468,3927
51,LSTMQ,0.73058707,0.6883913760785879,26506595.28636927,3810,26354167.756066497,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900,0.7671164235,27139336.680372633,3900
52,LSTMQ,0.6958757,0.6695906049624994,26073554.73685797,3747,25608074.917492386,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788,0.730669485,26355939.199869815,3788
53,LSTMQ,0.7257585,0.6974407987086132,26715031.787418567,3839,26250381.54718008,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885,0.762046425,27030361.161041893,3885
54,LSTMQ,0.6905134,0.673533406330339,26164369.781645257,3760,25492816.61370645,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770,0.72503907,26234917.980894584,3770
55,LSTMQ,0.6732529,0.7093518476027495,26989380.489741683,3879,25121816.119049843,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714,0.7069155450000001,25845367.461505145,3714
56,LSTMQ,0.70873165,0.7099936425485013,27004163.03425892,3881,25884403.17039819,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830,0.7441682325000001,26646083.865420908,3830
