round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,batch_size,conv_dropout,decay,dense_dropout,epochs,first_conv_activation,first_conv_dim,first_conv_kernel,first_dense_activation,first_dense_dim,lr,lstm_dropout,optimizer,patience,second_lstm_dim
819,0.000866492104251,0.000866492104251,0.021883890032768,0.000657712167595,0.000657712167595,0.018053706735373,256,0,1E-05,0.1,2000,relu,64,3,relu,64,0.0001,0,adam,30,16
