,avggpu,labels
0,0.4515256,0.42082274780541784
1,0.44170943,0.4147236066910731
2,0.44011104,0.40876002528467836
3,0.4321145,0.43887656183042756
4,0.4267636,0.46155617071179367
5,0.42179725,0.45124000021562405
6,0.45597044,0.4508378998742706
7,0.480422,0.4619254754911104
8,0.46765295,0.4528431557954814
9,0.46863514,0.4485567885583577
10,0.4818704,0.45466706880304786
11,0.47081968,0.4610703833342539
12,0.46627694,0.4827892829147383
13,0.47349042,0.49819389999953234
14,0.47990474,0.4998627071058285
15,0.50338286,0.5024008007425941
16,0.51894695,0.49040767637408444
17,0.51899725,0.4738028873144251
18,0.5212995,0.4420062819464923
19,0.50702435,0.4303223232998761
20,0.4885774,0.41934323696934905
21,0.45421258,0.38763306670702746
22,0.44320062,0.39937215970267836
23,0.43206427,0.37580599376106516
24,0.3961068,0.3944731652506803
25,0.41275987,0.3918130143611027
26,0.38621166,0.40172244560540316
27,0.40893486,0.3866937758300085
28,0.40694848,0.3859414984050894
29,0.417717,0.380664652477513
30,0.4018533,0.36800334482803243
31,0.40217033,0.3530215932338244
32,0.39720443,0.3232268985323956
33,0.38290447,0.3215212781664195
34,0.36701572,0.322925475959437
35,0.33539024,0.3182790437091021
36,0.3349152,0.3462483568137281
37,0.33823827,0.3515003025772573
38,0.33293924,0.35749049323449866
39,0.36588755,0.3548919920315201
40,0.37162527,0.3525576620006262
41,0.3778111,0.3648154683559377
42,0.37520066,0.36875201090532106
43,0.37247697,0.3444268978139585
44,0.38682196,0.3424106690909674
45,0.39040148,0.34054661665865793
46,0.3611864,0.3141012732079008
47,0.3604376,0.29015498913906634
48,0.3590872,0.3271353643606125
49,0.32878438,0.32713898717601664
50,0.30214113,0.32397035785387496
51,0.3453398,0.3253120431789208
52,0.3456494,0.32724965384124804
53,0.3406057,0.32538105670635076
54,0.34370872,0.3439065708870819
55,0.3462376,0.32303601747519894
56,0.343975,0.309358493386763
57,0.3651416,0.33959859388000013
58,0.34028473,0.3461721001082424
59,0.32465377,0.33889739422404364
60,0.3605884,0.33025075675611526
61,0.36717308,0.33863540903004763
62,0.35706654,0.339996313238655
63,0.34808424,0.33665116350282376
64,0.35851964,0.3462032123055796
65,0.3597593,0.3636105450502827
66,0.35520664,0.34746098477435217
67,0.36637124,0.3333424370500503
68,0.38599458,0.32936751972408174
69,0.3657513,0.32389551979230924
70,0.35017684,0.31890756727870473
71,0.3468534,0.3109629729677059
72,0.34073904,0.27764311465350633
73,0.33493248,0.2719827278282517
74,0.32617643,0.26773862189722974
75,0.28856722,0.3764266044106781
76,0.28264377,0.4021862972832867
77,0.27934045,0.39444179318531514
78,0.40288457,0.46434518450819295
79,0.4204575,0.40985053425946616
80,0.41108274,0.3972640694325901
81,0.4830313,0.4110929728335475
82,0.41094062,0.4095451668719293
83,0.4032388,0.40305665628488296
84,0.43322828,0.3954641622948545
85,0.42947045,0.4226437175380313
86,0.42101714,0.41945069973659
87,0.41296843,0.4389225769658164
88,0.4428749,0.4344768493573836
89,0.43789467,0.4244850591324063
90,0.45860556,0.423558816028031
91,0.45295107,0.4238239378434737
92,0.44133642,0.4651503210076997
93,0.44092247,0.4561277104494492
94,0.4408937,0.45101428083364403
95,0.4859285,0.4526441477120807
96,0.47287086,0.44746067421055735
97,0.46668312,0.4465316717480021
98,0.4695482,0.42231416858411797
99,0.46337232,0.44665735014120345
100,0.46231833,0.4483183441001153
101,0.43573257,0.44121857454998237
102,0.46371445,0.42253977835604317
103,0.4646203,0.4155506917500015
104,0.45580998,0.40621346771920197
105,0.43640462,0.42318609015756004
106,0.43022224,0.43263906869987123
107,0.4209249,0.42003445772809067
108,0.43978852,0.41818597973447347
109,0.44954184,0.4387846990096642
110,0.43497625,0.43537582639149486
111,0.43420082,0.4382824850588636
112,0.4576408,0.43919603036740573
113,0.4526655,0.4352004555377085
114,0.45568368,0.4335305928617935
115,0.45700562,0.43113663858402784
116,0.4523658,0.43375122166651303
117,0.4507367,0.4275470659397149
118,0.44820556,0.4260613655289943
119,0.4511002,0.4196346908700216
120,0.44411284,0.41566683420437445
121,0.44274706,0.4435215663462988
122,0.43602487,0.5955914932899272
123,0.4320201,0.6568045999576909
124,0.46294847,0.631077840800362
125,0.62828165,0.5838543284708385
126,0.64449114,0.5585786448796729
127,0.5930149,0.5232230939690226
128,0.5527752,0.49697206952571715
129,0.54516464,0.4867677256337575
130,0.52849275,0.4790243974284627
131,0.50383776,0.48692895101275124
132,0.49397746,0.47019208288163383
133,0.48590025,0.46627192884356006
134,0.49558106,0.469415948781562
135,0.47741613,0.4860362070546337
136,0.4751752,0.4824215486659862
137,0.4803112,0.4716736201200361
138,0.49917343,0.46637997292252464
139,0.4945298,0.45547241143379535
140,0.48314464,0.45736835496709105
141,0.47885588,0.446991170060432
142,0.4677041,0.45132853755456326
143,0.47086498,0.4540656368675241
144,0.45988336,0.4443171520983765
145,0.46564895,0.4521815773106045
146,0.46923462,0.45070957204649753
147,0.45861432,0.46857603995001007
148,0.46849433,0.4660928841960067
149,0.4670194,0.46274184264783713
150,0.48692283,0.4449629036204624
151,0.4832951,0.43384642709480103
152,0.47941142,0.4636305661512701
153,0.4602643,0.46979947995886906
154,0.44911763,0.4642455395511266
155,0.48287505,0.455377122487416
156,0.48762757,0.46654145912363765
157,0.480243,0.4635222614970067
158,0.4712376,0.4894142869162912
159,0.48440742,0.5244939516162577
160,0.48023686,0.5341824988725931
161,0.5088541,0.50823508674527
162,0.5467944,0.5538383275950954
163,0.554071,0.5552741172881787
164,0.5228177,0.55191484218729
165,0.5768737,0.5614102066892012
166,0.57393545,0.5069834544182431
167,0.56781405,0.4929503917428758
168,0.5786064,0.5049142691714469
169,0.5145576,0.45719195507828714
170,0.5029512,0.46050838075583844
171,0.51790124,0.4649208684515975
172,0.4631317,0.4684979101748291
173,0.47008407,0.46764956963525084
174,0.47608033,0.4680678714858377
175,0.47946796,0.48631793860357864
176,0.47912657,0.5025175098473487
177,0.48047587,0.5272658512405498
178,0.501627,0.5509462137908802
179,0.5190981,0.545193156559706
180,0.5460362,0.5594059062677209
181,0.5712999,0.5474661618531113
182,0.5620494,0.5275089259103252
183,0.5784616,0.5614827617677048
184,0.5628435,0.5545618927131893
185,0.5400641,0.5355318777279482
186,0.58043927,0.5512134880808025
187,0.5686391,0.5593268794318068
188,0.54646045,0.6114197114861474
189,0.56632316,0.6031540126838305
190,0.5739227,0.606384489248874
191,0.63295877,0.6035913458377934
192,0.61719465,0.590797255133832
193,0.621172,0.6499125183135374
194,0.617448,0.6258989669091742
195,0.6020413,0.6360391753337423
196,0.67183524,0.651999233205668
197,0.6357581,0.6521308909449356
198,0.6501301,0.7154169470982757
199,0.66748697,0.7024671396670533
200,0.6649069,0.7044509661285528
201,0.7398907,0.7068065526334638
202,0.7146577,0.7042827999821607
203,0.71881753,0.7563148650990713
204,0.7201758,0.7539694263471087
205,0.71585816,0.7453673888697995
206,0.777764,0.7354773757611385
207,0.76571167,0.7357117171636706
208,0.7558109,0.7244750695130348
209,0.7442176,0.722451471880511
210,0.74532807,0.7074935486744355
211,0.73108697,0.7356659184908833
212,0.7300405,0.737724268409426
213,0.7122151,0.716530869836529
214,0.7478742,0.6832819826646214
215,0.7458753,0.704603498901413
216,0.7209908,0.745324127801008
217,0.68508357,0.7462888779418836
218,0.71474296,0.7607311526438155
219,0.75989044,0.755763873420196
220,0.75527084,0.7316551378877513
221,0.773501,0.6937027664857737
222,0.7650957,0.6568141684935546
223,0.7371946,0.6492382101879285
224,0.69589436,0.6299335600647876
225,0.6589317,0.6284073609115598
226,0.6529178,0.6276286726382104
227,0.6314516,0.6106831462372279
228,0.6319136,0.6262307042211172
229,0.63172054,0.6124331722530009
230,0.6131101,0.6497853745123353
231,0.633987,0.6985819113500412
