,avggpu,labels
0,0.8355756,0.8048845367014169
1,0.8221728,0.8143601653995144
2,0.8204141,0.7977216888181714
3,0.8089965,0.8060419023273572
4,0.8224286,0.8134905652887071
5,0.8006064,0.8562039240091545
6,0.81435114,0.8775495897033515
7,0.82143515,0.8704182465897544
8,0.87270874,0.8018119957231918
9,0.8905853,0.786699578229252
10,0.8785043,0.7866658993466044
11,0.7994242,0.7953153949390118
12,0.7905429,0.7940678088752154
13,0.7908063,0.7870965010581666
14,0.80113965,0.797003345763423
15,0.79827887,0.7954263384203334
16,0.79102767,0.7922214639433095
17,0.8046679,0.7894385102679656
18,0.80140674,0.7848501616939664
19,0.79851395,0.7988256284715406
20,0.79580194,0.8225366274700748
21,0.7909016,0.8088072088026707
22,0.80858535,0.810643885578053
23,0.83484733,0.8182381300529823
24,0.8142637,0.8098191918269481
25,0.81956095,0.8304981245455455
26,0.82768697,0.81005404410447
27,0.8161923,0.8111142470125913
28,0.84276813,0.8041368764604945
29,0.8135609,0.8006300718735947
30,0.8193132,0.8232723578812865
31,0.8096509,0.8621713107015082
32,0.807046,0.8550391022609646
33,0.83469397,0.8610152348336907
34,0.87799025,0.8737799717226403
35,0.86210555,0.8824738205076118
36,0.8715739,0.8652259418280513
37,0.884597,0.8697037443213448
38,0.89246136,0.8382611161100192
39,0.8689535,0.7839597286467278
40,0.8775812,0.7268120401295636
41,0.83726126,0.7060503568522946
42,0.7823931,0.7015054527286823
43,0.7255619,0.7187116392387168
44,0.7043496,0.7247234242213275
45,0.7012103,0.7576347929652233
46,0.7213109,0.7324006644198312
47,0.72671527,0.7322794000311493
48,0.7666326,0.7252598146401253
49,0.73299676,0.6944117730498981
50,0.7386437,0.7157286568867872
51,0.73058707,0.6883913760785879
52,0.6958757,0.6695906049624994
53,0.7257585,0.6974407987086132
54,0.6905134,0.673533406330339
55,0.6732529,0.7093518476027495
56,0.70873165,0.7099936425485013
57,0.67717487,0.7223766363195209
58,0.7237372,0.6790742292507294
59,0.7198253,0.679873141987236
60,0.7355017,0.6550873958499138
61,0.68242806,0.6341634657528138
62,0.6898208,0.6226861129276103
63,0.66011006,0.6189408698474753
64,0.6388956,0.6074252751250585
65,0.6280291,0.5910414092004267
66,0.62500936,0.5919378686667988
67,0.6123914,0.5922275747944937
68,0.5954054,0.6111741737571991
69,0.5987945,0.6098766651316742
70,0.59959716,0.6055610881142136
71,0.62198454,0.5937572431119967
72,0.619217,0.5891544410627308
73,0.6151336,0.5903805338119305
74,0.60271204,0.6017439484072838
75,0.5990418,0.5967113727343191
76,0.6011399,0.6256813961691773
77,0.6142114,0.6077245317555532
78,0.6073528,0.6169013227338606
79,0.6419106,0.6187763087324368
80,0.61795926,0.6232012896481743
81,0.6308453,0.6269073184686972
82,0.6321145,0.6217773087622603
83,0.63669384,0.6037501725382827
84,0.64030844,0.5896113572697735
85,0.63358456,0.5945143142785755
86,0.61299765,0.5929683675365712
87,0.5984869,0.5866987088549721
88,0.6053584,0.5928999202715995
89,0.6027212,0.5729875123985834
90,0.59555775,0.5894126191396952
91,0.6035848,0.604236856540857
92,0.5802713,0.5963453966251672
93,0.6013474,0.5930090402341678
94,0.61710125,0.5929918278615328
95,0.6063187,0.599379682436718
96,0.6037223,0.6404331143181489
97,0.6043101,0.6438340431420054
98,0.61164445,0.6332023006775481
99,0.65883636,0.6076096155382821
100,0.6579616,0.5928657312449598
101,0.6451267,0.5877871696887434
102,0.61658615,0.5865628618509596
103,0.6021469,0.5832198926334679
104,0.59739673,0.5687147626150783
105,0.5959461,0.5322647562502059
106,0.5919984,0.5194597143303371
107,0.5758676,0.5211552189494225
108,0.53636336,0.5104087166543554
109,0.5256515,0.5162039695701559
110,0.5289751,0.5028455706262284
111,0.51693654,0.48378227495533777
112,0.5249827,0.4683569331847355
113,0.51065856,0.4602254065671616
114,0.49128178,0.4604825492369342
115,0.47690117,0.4377880560864388
116,0.46999684,0.4221716501674332
117,0.47164366,0.4028287013702002
118,0.44753787,0.4363099254206769
119,0.432712,0.3763347073347941
120,0.41300946,0.3675153435192088
121,0.4524087,0.34773949491944545
122,0.38357314,0.33759825642708796
123,0.37856016,0.3355911519918472
124,0.35920414,0.3366977002377082
125,0.34903494,0.330907150628138
126,0.3484256,0.3285084252957323
127,0.35074565,0.3273460034232324
128,0.34514502,0.3439114271504915
129,0.34378612,0.3727811698265818
130,0.3438318,0.37963911351882673
131,0.3635995,0.36652471069162584
132,0.39620695,0.37450634775320346
133,0.40245044,0.3609022185637031
134,0.3866966,0.3672182987077237
135,0.39703283,0.39294666960595526
136,0.38092753,0.4050794443206468
137,0.38815704,0.40899182467820683
138,0.417012,0.40371029276544257
139,0.42820472,0.41791060410699543
140,0.43101093,0.41384789483831474
141,0.42486903,0.41093352751281886
142,0.44031787,0.4207110001937987
143,0.43466684,0.42377558990911257
144,0.4305242,0.4228323320954548
145,0.44108152,0.42997254487512804
146,0.44325718,0.4682942665038109
147,0.4412282,0.4681133994452582
148,0.44879368,0.5007199055866871
149,0.4905686,0.5075209745803274
150,0.48724008,0.5125984637492487
151,0.5228405,0.5235794910821876
152,0.5280428,0.5123639477300501
153,0.5316448,0.5194746979898826
154,0.54305214,0.5169958723490916
155,0.5280895,0.5231201224011937
156,0.53595334,0.49698730146838566
157,0.5319143,0.4935823864360992
158,0.5380445,0.4825036734529299
159,0.5075582,0.487222297630979
160,0.50542605,0.5149716405632034
161,0.49362022,0.5390490286942647
162,0.49929538,0.5662082832259775
163,0.53036934,0.5800535316950844
164,0.55549884,0.5505305008537765
165,0.5845538,0.5728474381765066
166,0.59800947,0.5779476546845063
167,0.56182575,0.5971635459662871
168,0.5899542,0.5799284877966627
169,0.59329635,0.5682911800698797
170,0.6136649,0.5508373834899355
171,0.5910275,0.5197061372718891
172,0.57893664,0.5204494569075121
173,0.56005675,0.5140412605473832
174,0.526071,0.5057361292802598
175,0.52950424,0.5379553412503758
176,0.5223137,0.5426826839685431
177,0.5134602,0.5355413254989102
178,0.55118114,0.5097322044056642
179,0.55451113,0.4986934521794325
180,0.54614323,0.5241460139013552
181,0.5184387,0.5977954309027697
182,0.5087068,0.5828502951255586
183,0.538775,0.570244066713559
184,0.62150985,0.5888240164504389
185,0.59637916,0.5982040026485765
186,0.58316994,0.5822519653004691
187,0.606582,0.584448569690403
188,0.6148965,0.5938964963940193
189,0.59432364,0.5918878279452934
190,0.5981258,0.5830535486239036
191,0.6083798,0.6034747446756298
192,0.60435075,0.6077577621439932
193,0.5940035,0.6066784256285841
194,0.618357,0.6006850384052996
195,0.62081903,0.5943172931897184
196,0.6187324,0.5454744023341386
197,0.6118273,0.5673858765937213
198,0.6048522,0.5461183605285992
199,0.54953593,0.5282132783189578
