,avggpu,std,labels
0,0.44112283,0.036726397,0.42082274780541784
1,0.42609185,0.036256433,0.4147236066910731
2,0.41325632,0.035996474,0.40876002528467836
3,0.40432045,0.036158483,0.43887656183042756
4,0.40030873,0.036659814,0.46155617071179367
5,0.39652997,0.037333548,0.45124000021562405
6,0.40694922,0.03923974,0.4508378998742706
7,0.42771518,0.041260745,0.4619254754911104
8,0.44162953,0.04259554,0.4528431557954814
9,0.4432037,0.04235996,0.4485567885583577
10,0.4398188,0.04110196,0.45466706880304786
11,0.4356817,0.039965134,0.4610703833342539
12,0.4340995,0.039385557,0.4827892829147383
13,0.43526557,0.039334517,0.49819389999953234
14,0.43833148,0.039631143,0.4998627071058285
15,0.44960248,0.0403995,0.5024008007425941
16,0.46607727,0.041652534,0.49040767637408444
17,0.4780042,0.0425249,0.4738028873144251
18,0.481737,0.04245437,0.4420062819464923
19,0.47498965,0.041463587,0.4303223232998761
20,0.46185124,0.039828938,0.41934323696934905
21,0.44082218,0.037778933,0.38763306670702746
22,0.42013532,0.036174368,0.39937215970267836
23,0.40556023,0.035651557,0.37580599376106516
24,0.38347483,0.03418697,0.3944731652506803
25,0.3752765,0.034169324,0.3918130143611027
26,0.36645043,0.03454945,0.40172244560540316
27,0.3659314,0.035807397,0.3866937758300085
28,0.37076262,0.03766242,0.3859414984050894
29,0.37757888,0.03959222,0.380664652477513
30,0.3781714,0.040207162,0.36800334482803243
31,0.37196046,0.039248373,0.3530215932338244
32,0.36419073,0.037899617,0.3232268985323956
33,0.35534832,0.036799885,0.3215212781664195
34,0.34707016,0.035900638,0.322925475959437
35,0.33571476,0.03438452,0.3182790437091021
36,0.32418442,0.03340293,0.3462483568137281
37,0.31721336,0.034028802,0.3515003025772573
38,0.31491333,0.035933055,0.35749049323449866
39,0.32051185,0.039038792,0.3548919920315201
40,0.32929713,0.0419592,0.3525576620006262
41,0.33677724,0.043383885,0.3648154683559377
42,0.3393107,0.0426179,0.36875201090532106
43,0.336717,0.04038187,0.3444268978139585
44,0.33559337,0.039001215,0.3424106690909674
45,0.3382752,0.03919486,0.34054661665865793
46,0.33841103,0.039171517,0.3141012732079008
47,0.3347512,0.038206104,0.29015498913906634
48,0.32908404,0.03699877,0.3271353643606125
49,0.320555,0.035833616,0.32713898717601664
50,0.30947948,0.03493862,0.32397035785387496
51,0.30496162,0.03599776,0.3253120431789208
52,0.30943474,0.038816057,0.32724965384124804
53,0.31601265,0.041543067,0.32538105670635076
54,0.32040957,0.042596333,0.3439065708870819
55,0.31983486,0.04163561,0.32303601747519894
56,0.31692523,0.040089805,0.309358493386763
57,0.31778136,0.03975101,0.33959859388000013
58,0.3183899,0.03979911,0.3461721001082424
59,0.31540984,0.039197717,0.33889739422404364
60,0.31532136,0.039205354,0.33025075675611526
61,0.31921852,0.04018202,0.33863540903004763
62,0.32425722,0.041247062,0.339996313238655
63,0.3254704,0.040996075,0.33665116350282376
64,0.32346576,0.039769735,0.3462032123055796
65,0.3216705,0.038895447,0.3636105450502827
66,0.32145232,0.03881543,0.34746098477435217
67,0.32410657,0.03951562,0.3333424370500503
68,0.3304014,0.040865034,0.32936751972408174
69,0.33414894,0.04132911,0.32389551979230924
70,0.33133745,0.03989243,0.31890756727870473
71,0.3240223,0.037641324,0.3109629729677059
72,0.31659734,0.036290266,0.27764311465350633
73,0.31252983,0.03653399,0.2719827278282517
74,0.31058216,0.03760629,0.26773862189722974
75,0.30050835,0.037586242,0.3764266044106781
76,0.27980104,0.03645767,0.4021862972832867
77,0.26058483,0.03571158,0.39444179318531514
78,0.2814464,0.041094832,0.46434518450819295
79,0.3284569,0.049530692,0.40985053425946616
80,0.37202862,0.054963596,0.3972640694325901
81,0.4161817,0.057227015,0.4110929728335475
82,0.40793723,0.051272247,0.4095451668719293
83,0.37771302,0.041870482,0.40305665628488296
84,0.36536434,0.036588717,0.3954641622948545
85,0.3679165,0.036426883,0.4226437175380313
86,0.37969336,0.038875625,0.41945069973659
87,0.38293305,0.040345844,0.4389225769658164
88,0.38483828,0.040632453,0.4344768493573836
89,0.38844475,0.04072075,0.4244850591324063
90,0.40491733,0.042148333,0.423558816028031
91,0.41722444,0.04279859,0.4238239378434737
92,0.41656873,0.04229842,0.4651503210076997
93,0.41016454,0.041052263,0.4561277104494492
94,0.4035635,0.039801557,0.45101428083364403
95,0.41936165,0.040522885,0.4526441477120807
96,0.4374704,0.04191585,0.44746067421055735
97,0.4436277,0.042464938,0.4465316717480021
98,0.43847296,0.041406143,0.42231416858411797
99,0.42832202,0.039798584,0.44665735014120345
100,0.42497036,0.038926452,0.4483183441001153
101,0.41869724,0.03862823,0.44121857454998237
102,0.41958043,0.038843054,0.42253977835604317
103,0.42517686,0.03955659,0.4155506917500015
104,0.428096,0.040167615,0.40621346771920197
105,0.42117286,0.039833598,0.42318609015756004
106,0.40689874,0.038794897,0.43263906869987123
107,0.3889953,0.03673912,0.42003445772809067
108,0.389889,0.03707369,0.41818597973447347
109,0.40774214,0.039878875,0.4387846990096642
110,0.41548508,0.04140642,0.43537582639149486
111,0.41204435,0.041272506,0.4382824850588636
112,0.41104367,0.040648866,0.43919603036740573
113,0.41446885,0.040516656,0.4352004555377085
114,0.42149,0.040828165,0.4335305928617935
115,0.42565137,0.041009467,0.43113663858402784
116,0.4229253,0.040636525,0.43375122166651303
117,0.41842633,0.039941035,0.4275470659397149
118,0.41499782,0.039463904,0.4260613655289943
119,0.41512698,0.039462447,0.4196346908700216
