7399a758eb02bae1a3621236,CPU,96,512,0
75c536d5ba60528b3ef3ae40,CPU,96,512,0
6265a99de1a50cc6f1b03602,CPU,96,512,0
cb5c703eae0a123ad25e480d,CPU,96,512,0
fc6921f2af20c5337c43d4a9,CPU,96,512,0
49caad91753d3c004cde7b66,CPU,96,512,0
688166685a9e980d59044b7d,CPU,96,512,0
96ad36bcac3d8d1979ba73a2,CPU,96,512,0
5518904576855e07267e54fa,CPU,96,512,0
294dc19e3369eede733d3c6c,CPU,96,512,0
65cffcfba06944fac3c2897a,CPU,96,512,0
735e8e92dde6e6c420ebf8ac,CPU,96,512,0
fc6f20c0608b3c7ac4afb679,CPU,96,512,0
74998327eb57fa36870ac6ef,CPU,96,512,0
0db76426c824568256d0d025,CPU,96,512,0
f9c869cc53d80e121b0190fc,CPU,96,512,0
35832815d003fe303d5b83b6,CPU,96,512,0
91b53b0ca6a25e3d88e7e786,CPU,96,512,0
86430f61f97cedd828496379,CPU,96,512,0
1c6afd5c227e89b8a29589f4,CPU,96,512,0
5c24fca43661d88457d79cc1,CPU,96,512,0
f6b308ec28f950a8026560ce,CPU,96,512,0
cac402ff0ba3ae7e91ef9561,CPU,96,512,0
b4aeb448f452405c786dd01e,CPU,96,512,0
7077ec572d50395cafcbcb7d,CPU,96,512,0
2b255fc5f68083dcdd4f2847,CPU,96,512,0
298bddccf95ccd3cb740fa5f,CPU,96,512,0
dd129e189734d7979f6c3e0e,CPU,96,512,0
170448f9cfcbb98d8323e7cc,CPU,96,512,0
9b2bb693317edd3450c6bd42,CPU,96,512,0
d50566938115191d5dfd1093,CPU,96,512,0
88ca9570a95b21a8fa463dde,CPU,96,512,0
047e85ea04d65e8eb82ec068,CPU,96,512,0
e10195f8ca0738353478d244,CPU,96,512,0
fb0e3bc52b4794e0ecccbc7b,CPU,96,512,0
f740501a8e34015232805b2c,CPU,96,512,0
fadc63b4940e45d1b5dfe839,CPU,96,512,0
a3ce4e4f161046d1460cfd5f,CPU,96,512,0
5de92123fca0b76e9fdc495e,CPU,96,512,0
71661531af0a408ba13e7e08,CPU,96,512,0
f2a940ce9c4047efc5ef600d,CPU,96,512,0
35a4a81eecf3bd4224d847ea,CPU,96,512,0
52ff73f01839f415339b01d7,CPU,96,512,0
