,time,avggpu,avggpumem
74,1593583800,3794.63344513656,1279.98046875
75,1593584100,3794.63344513656,1279.98046875
76,1593584400,3794.63344513656,1279.98046875
77,1593584700,3794.63344513656,1279.98046875
78,1593585000,3794.63344513656,1279.98046875
79,1593585300,3794.63344513656,1279.98046875
80,1593585600,3794.63344513656,1279.98046875
81,1593585900,3794.63344513656,1279.98046875
82,1593586200,3794.63344513656,1279.98046875
83,1593586500,3794.63344513656,1279.98046875
84,1593586800,3794.63344513656,1279.98046875
85,1593587100,3794.63344513656,1279.98046875
86,1593587400,3794.63344513656,1279.98046875
87,1593587700,3794.63344513656,1279.98046875
88,1593588000,3794.63344513656,1279.98046875
89,1593588300,3794.63344513656,1279.98046875
90,1593588600,3794.63344513656,1279.98046875
91,1593588900,3794.63344513656,1279.98046875
92,1593589200,3794.63344513656,1279.98046875
93,1593589500,3794.63344513656,1279.98046875
94,1593589800,3794.63344513656,1279.98046875
95,1593590100,3794.63344513656,1279.98046875
96,1593590400,3794.63344513656,1279.98046875
97,1593590700,3794.63344513656,1279.98046875
98,1593591000,3794.63344513656,1279.98046875
99,1593591300,3794.63344513656,1279.98046875
100,1593591600,3794.63344513656,1279.98046875
101,1593591900,3794.63344513656,1279.98046875
102,1593592200,3794.63344513656,1279.98046875
103,1593592500,3794.63344513656,1279.98046875
104,1593592800,3794.63344513656,1279.98046875
105,1593593100,3794.63344513656,1279.98046875
106,1593593400,3794.63344513656,1279.98046875
107,1593593700,3794.63344513656,1279.98046875
108,1593594000,3794.63344513656,1279.98046875
109,1593594300,3794.63344513656,1279.98046875
110,1593594600,3794.63344513656,1279.98046875
111,1593594900,3794.63344513656,1279.98046875
112,1593595200,3794.63344513656,1279.98046875
113,1593595500,3794.63344513656,1279.98046875
114,1593595800,3794.63344513656,1279.98046875
115,1593596100,3794.63344513656,1279.98046875
116,1593596400,3794.63344513656,1279.98046875
117,1593596700,3794.63344513656,1279.98046875
118,1593597000,3794.63344513656,1279.98046875
119,1593597300,3794.63344513656,1279.98046875
120,1593597600,3794.63344513656,1279.98046875
121,1593597900,3794.63344513656,1279.98046875
122,1593598200,3794.63344513656,1279.98046875
123,1593598500,3794.63344513656,1279.98046875
124,1593598800,3794.63344513656,1279.98046875
125,1593599100,3794.63344513656,1279.98046875
126,1593599400,3794.63344513656,1279.98046875
127,1593599700,3794.63344513656,1279.98046875
128,1593600000,3794.63344513656,1279.98046875
129,1593600300,3794.63344513656,1279.98046875
130,1593600600,3794.63344513656,1279.98046875
131,1593600900,3794.63344513656,1279.98046875
132,1593601200,3794.63344513656,1279.98046875
133,1593601500,3794.63344513656,1279.98046875
134,1593601800,3794.63344513656,1279.98046875
135,1593602100,3794.63344513656,1279.98046875
136,1593602400,3794.63344513656,1279.98046875
137,1593602700,3794.63344513656,1279.98046875
138,1593603000,3794.63344513656,1279.98046875
139,1593603300,3794.63344513656,1279.98046875
140,1593603600,3794.63344513656,1279.98046875
141,1593603900,3794.63344513656,1279.98046875
142,1593604200,3794.63344513656,1279.98046875
143,1593604500,3794.63344513656,1279.98046875
144,1593604800,3794.63344513656,1279.98046875
145,1593605100,3794.63344513656,1279.98046875
146,1593605400,3794.63344513656,1279.98046875
147,1593605700,3794.63344513656,1279.98046875
148,1593606000,3794.63344513656,1279.98046875
149,1593606300,3794.63344513656,1279.98046875
150,1593606600,3794.63344513656,1279.98046875
151,1593606900,3794.63344513656,1279.98046875
152,1593607200,3794.63344513656,1279.98046875
153,1593607500,3794.63344513656,1279.98046875
154,1593607800,3794.63344513656,1279.98046875
155,1593608100,3794.63344513656,1279.98046875
156,1593608400,3794.63344513656,1279.98046875
157,1593608700,3794.63344513656,1279.98046875
158,1593609000,3794.63344513656,1279.98046875
159,1593609300,3794.63344513656,1279.98046875
160,1593609600,3794.63344513656,1279.98046875
161,1593609900,3794.63344513656,1279.98046875
162,1593610200,3794.63344513656,1279.98046875
163,1593610500,3794.63344513656,1279.98046875
164,1593610800,3794.63344513656,1279.98046875
165,1593611100,3794.63344513656,1279.98046875
166,1593611400,3794.63344513656,1279.98046875
167,1593611700,3794.63344513656,1279.98046875
168,1593612000,3794.63344513656,1279.98046875
169,1593612300,3794.63344513656,1279.98046875
170,1593612600,3794.63344513656,1279.98046875
171,1593612900,3794.63344513656,1279.98046875
172,1593613200,3794.63344513656,1279.98046875
173,1593613500,3794.63344513656,1279.98046875
174,1593613800,3794.63344513656,1279.98046875
175,1593614100,3794.63344513656,1279.98046875
176,1593614400,3794.63344513656,1279.98046875
177,1593614700,3794.63344513656,1279.98046875
178,1593615000,3794.63344513656,1279.98046875
179,1593615300,3794.63344513656,1279.98046875
180,1593615600,3794.63344513656,1279.98046875
181,1593615900,3794.63344513656,1279.98046875
182,1593616200,3794.63344513656,1279.98046875
183,1593616500,3794.63344513656,1279.98046875
184,1593616800,3794.63344513656,1279.98046875
185,1593617100,3794.63344513656,1279.98046875
186,1593617400,3794.63344513656,1279.98046875
187,1593617700,3794.63344513656,1279.98046875
188,1593618000,3794.63344513656,1279.98046875
189,1593618300,3794.63344513656,1279.98046875
190,1593618600,3794.63344513656,1279.98046875
191,1593618900,3794.63344513656,1279.98046875
192,1593619200,3794.63344513656,1279.98046875
193,1593619500,3794.63344513656,1279.98046875
194,1593619800,3794.63344513656,1279.98046875
195,1593620100,3794.63344513656,1279.98046875
196,1593620400,3794.63344513656,1279.98046875
197,1593620700,3794.63344513656,1279.98046875
198,1593621000,3794.63344513656,1279.98046875
199,1593621300,3794.63344513656,1279.98046875
200,1593621600,3794.63344513656,1279.98046875
201,1593621900,3794.63344513656,1279.98046875
202,1593622200,3794.63344513656,1279.98046875
203,1593622500,3794.63344513656,1279.98046875
204,1593622800,3794.63344513656,1279.98046875
205,1593623100,3794.63344513656,1279.98046875
206,1593623400,3794.63344513656,1279.98046875
207,1593623700,3794.63344513656,1279.98046875
208,1593624000,3794.63344513656,1279.98046875
209,1593624300,3794.63344513656,1279.98046875
210,1593624600,3794.63344513656,1279.98046875
211,1593624900,3794.63344513656,1279.98046875
212,1593625200,3794.63344513656,1279.98046875
213,1593625500,3794.63344513656,1279.98046875
214,1593625800,3794.63344513656,1279.98046875
215,1593626100,3794.63344513656,1279.98046875
216,1593626400,3794.63344513656,1279.98046875
217,1593626700,3794.63344513656,1279.98046875
218,1593627000,3794.63344513656,1279.98046875
219,1593627300,3794.63344513656,1279.98046875
220,1593627600,3794.63344513656,1279.98046875
221,1593627900,3794.63344513656,1279.98046875
222,1593628200,3794.63344513656,1279.98046875
223,1593628500,3794.63344513656,1279.98046875
224,1593628800,3794.63344513656,1279.98046875
225,1593629100,3794.63344513656,1279.98046875
226,1593629400,3794.63344513656,1279.98046875
227,1593629700,3794.63344513656,1279.98046875
228,1593630000,3794.63344513656,1279.98046875
229,1593630300,3794.63344513656,1279.98046875
230,1593630600,3794.63344513656,1279.98046875
231,1593630900,3794.63344513656,1279.98046875
232,1593631200,3794.63344513656,1279.98046875
233,1593631500,3794.63344513656,1279.98046875
234,1593631800,3794.63344513656,1279.98046875
235,1593632100,3794.63344513656,1279.98046875
236,1593632400,3794.63344513656,1279.98046875
237,1593632700,3794.63344513656,1279.98046875
238,1593633000,3794.63344513656,1279.98046875
239,1593633300,3794.63344513656,1279.98046875
240,1593633600,3794.63344513656,1279.98046875
241,1593633900,3794.63344513656,1279.98046875
242,1593634200,3794.63344513656,1279.98046875
243,1593634500,3794.63344513656,1279.98046875
244,1593634800,3794.63344513656,1279.98046875
245,1593635100,3794.63344513656,1279.98046875
246,1593635400,3794.63344513656,1279.98046875
247,1593635700,3794.63344513656,1279.98046875
248,1593636000,3794.63344513656,1279.98046875
249,1593636300,3794.63344513656,1279.98046875
250,1593636600,3794.63344513656,1279.98046875
251,1593636900,3794.63344513656,1279.98046875
252,1593637200,3794.63344513656,1279.98046875
253,1593637500,3794.63344513656,1279.98046875
254,1593637800,3794.63344513656,1279.98046875
255,1593638100,3794.63344513656,1279.98046875
256,1593638400,3794.63344513656,1279.98046875
257,1593638700,3794.63344513656,1279.98046875
258,1593639000,3794.63344513656,1279.98046875
259,1593639300,3794.63344513656,1279.98046875
260,1593639600,3794.63344513656,1279.98046875
261,1593639900,813190.5366314233,129837.01171875
262,1593640200,813190.5366314234,129837.01171875
263,1593640500,813190.5366314233,129837.01171875
264,1593640800,813190.5366314233,129837.01171875
265,1593641100,813190.5366314234,129837.01171875
266,1593641400,813190.5366314233,129837.01171875
267,1593641700,813190.5366314233,129837.01171875
268,1593642000,813190.5366314233,129837.01171875
269,1593642300,813190.5366314233,129837.01171875
270,1593642600,813190.5366314233,129837.01171875
271,1593642900,813190.5366314233,129837.01171875
272,1593643200,813190.5366314233,129837.01171875
273,1593643500,813190.5366314233,129837.01171875
274,1593643800,813190.5366314233,129837.01171875
275,1593644100,813190.5366314234,129837.01171875
276,1593644400,813190.5366314233,129837.01171875
277,1593644700,813190.5366314233,129837.01171875
278,1593645000,813190.5366314233,129837.01171875
279,1593645300,813190.5366314233,129837.01171875
280,1593645600,813190.5366314233,129837.01171875
281,1593645900,813190.5366314233,129837.01171875
282,1593646200,813190.5366314234,129837.01171875
283,1593646500,813190.5366314233,129837.01171875
284,1593646800,813190.5366314233,129837.01171875
285,1593647100,813190.5366314233,129837.01171875
286,1593647400,813190.5366314233,129837.01171875
287,1593647700,813190.5366314233,129837.01171875
288,1593648000,813190.5366314234,129837.01171875
289,1593648300,813190.5366314233,129837.01171875
290,1593648600,813190.5366314234,129837.01171875
291,1593648900,813190.5366314233,129837.01171875
292,1593649200,813190.5366314233,129837.01171875
293,1593649500,813190.5366314233,129837.01171875
294,1593649800,813190.5366314233,129837.01171875
295,1593650100,813190.5366314233,129837.01171875
296,1593650400,813190.5366314233,129837.01171875
297,1593650700,813190.5366314233,129837.01171875
298,1593651000,813190.5366314233,129837.01171875
299,1593651300,813190.5366314233,129837.01171875
300,1593651600,813190.5366314233,129837.01171875
301,1593651900,813190.5366314233,129837.01171875
302,1593652200,813190.5366314233,129837.01171875
303,1593652500,813190.5366314233,129837.01171875
304,1593652800,813190.5366314233,129837.01171875
305,1593653100,813190.5366314233,129837.01171875
306,1593653400,813190.5366314233,129837.01171875
307,1593653700,813190.5366314234,129837.01171875
308,1593654000,813190.5366314233,129837.01171875
309,1593654300,813190.5366314233,129837.01171875
310,1593654600,813190.5366314233,129837.01171875
311,1593654900,813190.5366314233,129837.01171875
312,1593655200,813190.5366314234,129837.01171875
313,1593655500,813190.5366314233,129837.01171875
314,1593655800,813190.5366314233,129837.01171875
315,1593656100,813190.5366314233,129837.01171875
316,1593656400,813190.5366314233,129837.01171875
317,1593656700,813190.5366314233,129837.01171875
318,1593657000,813190.5366314233,129837.01171875
319,1593657300,813190.5366314233,129837.01171875
320,1593657600,813190.5366314233,129837.01171875
321,1593657900,813190.5366314233,129837.01171875
322,1593658200,813190.5366314233,129837.01171875
323,1593658500,813190.5366314234,129837.01171875
324,1593658800,813190.5366314233,129837.01171875
325,1593659100,813190.5366314233,129837.01171875
326,1593659400,813190.5366314233,129837.01171875
327,1593659700,813190.5366314233,129837.01171875
328,1593660000,813190.5366314233,129837.01171875
329,1593660300,813190.5366314233,129837.01171875
330,1593660600,813190.5366314233,129837.01171875
331,1593660900,813190.5366314233,129837.01171875
332,1593661200,813190.5366314234,129837.01171875
333,1593661500,813190.5366314233,129837.01171875
334,1593661800,813190.5366314233,129837.01171875
335,1593662100,813190.5366314233,129837.01171875
336,1593662400,813190.5366314233,129837.01171875
337,1593662700,813190.5366314234,129837.01171875
338,1593663000,813190.5366314233,129837.01171875
339,1593663300,869120.1609775954,139025.09765625
340,1593663600,869120.1609775955,139025.09765625
341,1593663900,869120.1609775954,139025.09765625
342,1593664200,869120.1609775954,139025.09765625
343,1593664500,869120.1609775955,139025.09765625
344,1593664800,869120.1609775954,139025.09765625
345,1593665100,869120.1609775954,139025.09765625
346,1593665400,869120.1609775954,139025.09765625
347,1593665700,869120.1609775954,139025.09765625
348,1593666000,869120.1609775954,139025.09765625
349,1593666300,869120.1609775955,139025.09765625
350,1593666600,869120.1609775954,139025.09765625
351,1593666900,869120.1609775954,139025.09765625
352,1593667200,869120.1609775954,139025.09765625
353,1593667500,869120.1609775954,139025.09765625
354,1593667800,869120.1609775954,139025.09765625
355,1593668100,869120.1609775954,139025.09765625
356,1593668400,869120.1609775954,139025.09765625
357,1593668700,869120.1609775954,139025.09765625
358,1593669000,869120.1609775954,139025.09765625
359,1593669300,869120.1609775954,139025.09765625
360,1593669600,869120.1609775954,139025.09765625
361,1593669900,869120.1609775954,139025.09765625
362,1593670200,869120.1609775955,139025.09765625
363,1593670500,869120.1609775954,139025.09765625
364,1593670800,869120.1609775954,139025.09765625
365,1593671100,869120.1609775954,139025.09765625
366,1593671400,869120.1609775954,139025.09765625
367,1593671700,869120.1609775954,139025.09765625
368,1593672000,869120.1609775954,139025.09765625
369,1593672300,869120.1609775955,139025.09765625
370,1593672600,869120.1609775954,139025.09765625
371,1593672900,869120.1609775954,139025.09765625
372,1593673200,869120.1609775954,139025.09765625
373,1593673500,869120.1609775954,139025.09765625
374,1593673800,869120.1609775954,139025.09765625
375,1593674100,869120.1609775954,139025.09765625
376,1593674400,869120.1609775954,139025.09765625
377,1593674700,869120.1609775955,139025.09765625
378,1593675000,869120.1609775954,139025.09765625
379,1593675300,869120.1609775954,139025.09765625
380,1593675600,869120.1609775955,139025.09765625
381,1593675900,869120.1609775954,139025.09765625
382,1593676200,869120.1609775954,139025.09765625
383,1593676500,869120.1609775954,139025.09765625
384,1593676800,869120.1609775954,139025.09765625
385,1593677100,869120.1609775955,139025.09765625
386,1593677400,869120.1609775954,139025.09765625
387,1593677700,869120.1609775955,139025.09765625
388,1593678000,869120.1609775954,139025.09765625
389,1593678300,869120.1609775955,139025.09765625
390,1593678600,869120.1609775954,139025.09765625
391,1593678900,869120.1609775954,139025.09765625
392,1593679200,869120.1609775954,139025.09765625
393,1593679500,869120.1609775955,139025.09765625
394,1593679800,869120.1609775954,139025.09765625
395,1593680100,869120.1609775954,139025.09765625
396,1593680400,869120.1609775954,139025.09765625
397,1593680700,869120.1609775955,139025.09765625
398,1593681000,869120.1609775954,139025.09765625
399,1593681300,869120.1609775954,139025.09765625
400,1593681600,869120.1609775954,139025.09765625
401,1593681900,869120.1609775954,139025.09765625
402,1593682200,869120.1609775955,139025.09765625
403,1593682500,869120.1609775955,139025.09765625
404,1593682800,869120.1609775954,139025.09765625
405,1593683100,869120.1609775954,139025.09765625
406,1593683400,869120.1609775954,139025.09765625
407,1593683700,869120.1609775954,139025.09765625
408,1593684000,869120.1609775954,139025.09765625
409,1593684300,869120.1609775954,139025.09765625
410,1593684600,869120.1609775954,139025.09765625
411,1593684900,869120.1609775954,139025.09765625
412,1593685200,869120.1609775954,139025.09765625
413,1593685500,869120.1609775954,139025.09765625
414,1593685800,869120.1609775955,139025.09765625
415,1593686100,869120.1609775954,139025.09765625
416,1593686400,869120.1609775954,139025.09765625
417,1593686700,869120.1609775954,139025.09765625
418,1593687000,869120.1609775955,139025.09765625
419,1593687300,869120.1609775954,139025.09765625
420,1593687600,869120.1609775954,139025.09765625
421,1593687900,869120.1609775954,139025.09765625
422,1593688200,869120.1609775954,139025.09765625
423,1593688500,869120.1609775954,139025.09765625
424,1593688800,869120.1609775954,139025.09765625
425,1593689100,869120.1609775955,139025.09765625
426,1593689400,869120.1609775954,139025.09765625
427,1593689700,869120.1609775954,139025.09765625
428,1593690000,869120.1609775954,139025.09765625
429,1593690300,869120.1609775954,139025.09765625
430,1593690600,869120.1609775954,139025.09765625
431,1593690900,869120.1609775954,139025.09765625
432,1593691200,869120.1609775954,139025.09765625
433,1593691500,869120.1609775955,139025.09765625
434,1593691800,869120.1609775954,139025.09765625
435,1593692100,869120.1609775954,139025.09765625
436,1593692400,869120.1609775954,139025.09765625
437,1593692700,869120.1609775955,139025.09765625
438,1593693000,869120.1609775954,139025.09765625
439,1593693300,869120.1609775954,139025.09765625
440,1593693600,869120.1609775954,139025.09765625
441,1593693900,869120.1609775954,139025.09765625
442,1593694200,869120.1609775954,139025.09765625
443,1593694500,869120.1609775954,139025.09765625
444,1593694800,869120.1609775954,139025.09765625
445,1593695100,869120.1609775954,139025.09765625
446,1593695400,869120.1609775954,139025.09765625
447,1593695700,869120.1609775954,139025.09765625
448,1593696000,869120.1609775954,139025.09765625
449,1593696300,869120.1609775954,139025.09765625
450,1593696600,869120.1609775954,139025.09765625
451,1593696900,869120.1609775954,139025.09765625
452,1593697200,869120.1609775955,139025.09765625
453,1593697500,869120.1609775954,139025.09765625
454,1593697800,869120.1609775954,139025.09765625
455,1593698100,869120.1609775954,139025.09765625
456,1593698400,869120.1609775955,139025.09765625
457,1593698700,869120.1609775954,139025.09765625
458,1593699000,869120.1609775954,139025.09765625
459,1593699300,869120.1609775954,139025.09765625
460,1593699600,869120.1609775955,139025.09765625
461,1593699900,869120.1609775954,139025.09765625
462,1593700200,869120.1609775955,139025.09765625
463,1593700500,869120.1609775954,139025.09765625
464,1593700800,869120.1609775954,139025.09765625
465,1593701100,869120.1609775954,139025.09765625
466,1593701400,869120.1609775954,139025.09765625
467,1593701700,869120.1609775954,139025.09765625
468,1593702000,869120.1609775954,139025.09765625
469,1593702300,869120.1609775954,139025.09765625
470,1593702600,869120.1609775954,139025.09765625
471,1593702900,869120.1609775954,139025.09765625
472,1593703200,869120.1609775954,139025.09765625
473,1593703500,869120.1609775954,139025.09765625
474,1593703800,869120.1609775954,139025.09765625
475,1593704100,869120.1609775954,139025.09765625
476,1593704400,869120.1609775954,139025.09765625
477,1593704700,869120.1609775955,139025.09765625
478,1593705000,869120.1609775954,139025.09765625
479,1593705300,869120.1609775954,139025.09765625
480,1593705600,869120.1609775954,139025.09765625
481,1593705900,869120.1609775954,139025.09765625
482,1593706200,869120.1609775954,139025.09765625
483,1593706500,869120.1609775954,139025.09765625
484,1593706800,869120.1609775954,139025.09765625
485,1593707100,869120.1609775954,139025.09765625
486,1593707400,869120.1609775954,139025.09765625
487,1593707700,869120.1609775954,139025.09765625
488,1593708000,869120.1609775954,139025.09765625
489,1593708300,869120.1609775954,139025.09765625
490,1593708600,869120.1609775954,139025.09765625
491,1593708900,869120.1609775954,139025.09765625
492,1593709200,869120.1609775954,139025.09765625
493,1593709500,869120.1609775954,139025.09765625
494,1593709800,869120.1609775954,139025.09765625
495,1593710100,869120.1609775954,139025.09765625
496,1593710400,869120.1609775954,139025.09765625
497,1593710700,869120.1609775954,139025.09765625
498,1593711000,869120.1609775954,139025.09765625
499,1593711300,869120.1609775954,139025.09765625
500,1593711600,869120.1609775954,139025.09765625
501,1593711900,869120.1609775954,139025.09765625
502,1593712200,869120.1609775954,139025.09765625
503,1593712500,869120.1609775954,139025.09765625
504,1593712800,869120.1609775954,139025.09765625
505,1593713100,869120.1609775954,139025.09765625
506,1593713400,869120.1609775955,139025.09765625
507,1593713700,869120.1609775955,139025.09765625
508,1593714000,869120.1609775954,139025.09765625
509,1593714300,869120.1609775954,139025.09765625
510,1593714600,869120.1609775954,139025.09765625
511,1593714900,869120.1609775954,139025.09765625
512,1593715200,869120.1609775954,139025.09765625
513,1593715500,869120.1609775955,139025.09765625
514,1593715800,869120.1609775954,139025.09765625
515,1593716100,869120.1609775954,139025.09765625
516,1593716400,869120.1609775954,139025.09765625
517,1593716700,869120.1609775954,139025.09765625
518,1593717000,869120.1609775954,139025.09765625
519,1593717300,869120.1609775954,139025.09765625
520,1593717600,869120.1609775954,139025.09765625
521,1593717900,869120.1609775954,139025.09765625
522,1593718200,869120.1609775954,139025.09765625
523,1593718500,869120.1609775954,139025.09765625
524,1593718800,869120.1609775954,139025.09765625
525,1593719100,869120.1609775954,139025.09765625
526,1593719400,869120.1609775954,139025.09765625
527,1593719700,869120.1609775954,139025.09765625
528,1593720000,869120.1609775955,139025.09765625
529,1593720300,869120.1609775954,139025.09765625
530,1593720600,869120.1609775954,139025.09765625
531,1593720900,869120.1609775954,139025.09765625
532,1593721200,869120.1609775954,139025.09765625
533,1593721500,869120.1609775954,139025.09765625
534,1593721800,869120.1609775954,139025.09765625
535,1593722100,869120.1609775954,139025.09765625
536,1593722400,869120.1609775955,139025.09765625
537,1593722700,869120.1609775954,139025.09765625
538,1593723000,869120.1609775954,139025.09765625
539,1593723300,869120.1609775954,139025.09765625
540,1593723600,869120.1609775954,139025.09765625
541,1593723900,869120.1609775954,139025.09765625
542,1593724200,869120.1609775954,139025.09765625
543,1593724500,869120.1609775954,139025.09765625
544,1593724800,869120.1609775954,139025.09765625
545,1593725100,869120.1609775954,139025.09765625
546,1593725400,869120.1609775954,139025.09765625
547,1593725700,869120.1609775954,139025.09765625
548,1593726000,869120.1609775954,139025.09765625
549,1593726300,869120.1609775954,139025.09765625
550,1593726600,869120.1609775954,139025.09765625
551,1593726900,869120.1609775954,139025.09765625
552,1593727200,869120.1609775954,139025.09765625
553,1593727500,869120.1609775955,139025.09765625
554,1593727800,869120.1609775954,139025.09765625
555,1593728100,869120.1609775954,139025.09765625
556,1593728400,869120.1609775955,139025.09765625
557,1593728700,869120.1609775954,139025.09765625
558,1593729000,869120.1609775954,139025.09765625
559,1593729300,869120.1609775954,139025.09765625
560,1593729600,869120.1609775955,139025.09765625
561,1593729900,869120.1609775954,139025.09765625
562,1593730200,869120.1609775955,139025.09765625
563,1593730500,869120.1609775954,139025.09765625
564,1593730800,869120.1609775954,139025.09765625
565,1593731100,869120.1609775954,139025.09765625
566,1593731400,869120.1609775954,139025.09765625
567,1593731700,869120.1609775954,139025.09765625
568,1593732000,869120.1609775954,139025.09765625
569,1593732300,899802.6337965459,143979.19921875
570,1593732600,899802.6337965459,143979.19921875
571,1593732900,899802.6337965459,143979.19921875
572,1593733200,899802.6337965459,143979.19921875
573,1593733500,929140.8487234502,145006.0546875
574,1593733800,929140.8487234502,145006.0546875
575,1593734100,929140.8487234502,145006.0546875
576,1593734400,929140.8487234502,145006.0546875
577,1593734700,929140.8487234502,145006.0546875
578,1593735000,929140.8487234502,145006.0546875
579,1593735300,929140.8487234502,145006.0546875
580,1593735600,929140.8487234502,145006.0546875
581,1593735900,929140.8487234502,145006.0546875
582,1593736200,929140.8487234502,145006.0546875
583,1593736500,929140.8487234502,145006.0546875
584,1593736800,929140.8487234502,145006.0546875
585,1593737100,929140.8487234502,145006.0546875
586,1593737400,929140.8487234502,145006.0546875
587,1593737700,929140.8487234502,145006.0546875
588,1593738000,929140.8487234502,145006.0546875
589,1593738300,929140.8487234502,145006.0546875
590,1593738600,929140.8487234502,145006.0546875
591,1593738900,929140.8487234502,145006.0546875
592,1593739200,929140.8487234502,145006.0546875
593,1593739500,929140.8487234502,145006.0546875
594,1593739800,929140.8487234502,145006.0546875
595,1593740100,929140.8487234502,145006.0546875
596,1593740400,929140.8487234502,145006.0546875
597,1593740700,929140.8487234502,145006.0546875
598,1593741000,929140.8487234502,145006.0546875
599,1593741300,929140.8487234502,145006.0546875
600,1593741600,929140.8487234502,145006.0546875
601,1593741900,929140.8487234502,145006.0546875
602,1593742200,929140.8487234502,145006.0546875
603,1593742500,929140.8487234502,145006.0546875
604,1593742800,929140.8487234502,145006.0546875
605,1593743100,929140.8487234502,145006.0546875
606,1593743400,929140.8487234502,145006.0546875
607,1593743700,929140.8487234502,145006.0546875
608,1593744000,929140.8487234502,145006.0546875
609,1593744300,929140.8487234502,145006.0546875
610,1593744600,929140.8487234502,145006.0546875
611,1593744900,929140.8487234502,145006.0546875
612,1593745200,929140.8487234502,145006.0546875
613,1593745500,929140.8487234502,145006.0546875
614,1593745800,929140.8487234502,145006.0546875
615,1593746100,929140.8487234502,145006.0546875
616,1593746400,929140.8487234502,145006.0546875
617,1593746700,929140.8487234502,145006.0546875
618,1593747000,1856558.4196528369,291933.3984375
619,1593747300,1856558.4196528369,291933.3984375
620,1593747600,1856558.4196528369,291933.3984375
621,1593747900,1856558.419652837,291933.3984375
622,1593748200,1856558.419652837,291933.3984375
623,1593748500,1856558.419652837,291933.3984375
624,1593748800,1856558.419652837,291933.3984375
625,1593749100,1856558.4196528369,291933.3984375
626,1593749400,1856558.419652837,291933.3984375
627,1593749700,1856558.419652837,291933.3984375
628,1593750000,1856558.4196528369,291933.3984375
629,1593750300,1856558.4196528369,291933.3984375
630,1593750600,1856558.419652837,291933.3984375
631,1593750900,1856558.4196528369,291933.3984375
632,1593751200,1856558.4196528369,291933.3984375
633,1593751500,1856558.4196528369,291933.3984375
